alt_brand,alt_generic,alt_manu,year,total_claims_16,total_claims_17
tafinlar,dabrafenib mesylate,glaxosmithkline,2015,5076,NA
tafinlar,dabrafenib mesylate,glaxosmithkline,2016,2342,NA
tafinlar,dabrafenib mesylate,novartis,2016,NA,3498
zinbryta,daclizumab,abbvie us llc,2016,NA,256
dantrolene sodium,dantrolene sodium,par pharm.,2013,558,234
dantrolene sodium,dantrolene sodium,par pharm.,2014,2613,1417
dantrolene sodium,dantrolene sodium,par pharm.,2015,2421,1260
dantrolene sodium,dantrolene sodium,par pharm.,2016,1269,3066
dantrium,dantrolene sodium,par pharmaceuti,2013,612,469
dantrium,dantrolene sodium,par pharmaceuti,2014,486,354
dantrium,dantrolene sodium,par pharmaceuti,2015,382,283
dantrium,dantrolene sodium,par pharmaceuti,2016,315,237
aczone,dapsone,allergan inc.,2013,4799,2152
aczone,dapsone,allergan inc.,2014,6574,2668
aczone,dapsone,allergan inc.,2015,4797,1896
aczone,dapsone,allergan inc.,2016,3631,2939
dapsone,dapsone,alvogen inc,2016,NA,7761
dapsone,dapsone,jacobus pharm.,2016,61207,61700
dapsone,dapsone,nostrum laborat,2016,NA,779
dapsone,dapsone,seton pharmaceu,2016,NA,25090
dapsone,dapsone,virtus pharmace,2016,NA,4767
daptomycin,daptomycin,fresenius kabi,2016,NA,2299
cubicin rf,daptomycin,merck sharp & d,2016,NA,417
daptomycin,daptomycin,teva parenteral,2016,NA,2244
darzalex,daratumumab,janssen biotech,2015,NA,13
darzalex,daratumumab,janssen biotech,2016,NA,405
darifenacin er,darifenacin hydrobromide,actavis pharma/,2016,NA,23554
darifenacin er,darifenacin hydrobromide,aurobindo pharm,2016,NA,110
darifenacin er,darifenacin hydrobromide,"cipla usa, inc.",2016,NA,1933
darifenacin er,darifenacin hydrobromide,par pharm.,2016,NA,22035
deferoxamine mesylate,deferoxamine mesylate,app/fresenius k,2013,80,88
deferoxamine mesylate,deferoxamine mesylate,app/fresenius k,2014,25,27
deferoxamine mesylate,deferoxamine mesylate,app/fresenius k,2015,111,146
deferoxamine mesylate,deferoxamine mesylate,app/fresenius k,2016,189,248
desferal mesylate,deferoxamine mesylate,novartis,2013,13,NA
desferal mesylate,deferoxamine mesylate,novartis,2014,12,NA
desferal mesylate,deferoxamine mesylate,novartis,2015,96,NA
desferal mesylate,deferoxamine mesylate,novartis,2016,61,NA
demeclocycline hcl,demeclocycline hcl,barr,2013,166,65
demeclocycline hcl,demeclocycline hcl,barr,2014,2403,1174
demeclocycline hcl,demeclocycline hcl,barr,2015,10810,5817
demeclocycline hcl,demeclocycline hcl,barr,2016,8813,4205
demeclocycline hcl,demeclocycline hcl,epic pharma llc,2016,NA,3145
demeclocycline hcl,demeclocycline hcl,global pharm,2013,9849,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2014,3979,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2015,1168,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2016,384,NA
demeclocycline hcl,demeclocycline hcl,teva usa,2013,NA,101
demeclocycline hcl,demeclocycline hcl,teva usa,2014,NA,1229
demeclocycline hcl,demeclocycline hcl,teva usa,2015,NA,4993
demeclocycline hcl,demeclocycline hcl,teva usa,2016,NA,4608
demeclocycline hcl,demeclocycline hcl,versapharm/akor,2013,1599,694
demeclocycline hcl,demeclocycline hcl,versapharm/akor,2014,4576,2159
demeclocycline hcl,demeclocycline hcl,versapharm/akor,2015,1926,1002
demeclocycline hcl,demeclocycline hcl,versapharm/akor,2016,328,191
desipramine hcl,desipramine hcl,amneal pharmace,2016,NA,3061
desipramine hcl,desipramine hcl,sandoz,2013,22948,16455
desipramine hcl,desipramine hcl,sandoz,2014,38476,30873
desipramine hcl,desipramine hcl,sandoz,2015,48043,41930
desipramine hcl,desipramine hcl,sandoz,2016,46453,45742
norpramin,desipramine hcl,sanofi/validus,2013,329,NA
norpramin,desipramine hcl,sanofi/validus,2014,316,NA
norpramin,desipramine hcl,sanofi/validus,2015,232,NA
norpramin,desipramine hcl,sanofi/validus,2016,256,NA
norpramin,desipramine hcl,validus pharmac,2016,NA,103
desipramine hcl,desipramine hcl,winthrop us,2014,21,NA
desipramine hcl,desipramine hcl,winthrop us,2015,491,NA
desipramine hcl,desipramine hcl,winthrop us,2016,192,NA
clarinex,desloratadine,merck sharp & d,2013,13478,13155
clarinex,desloratadine,merck sharp & d,2014,9701,9454
clarinex,desloratadine,merck sharp & d,2015,8064,7661
clarinex,desloratadine,merck sharp & d,2016,5143,5081
desloratadine,desloratadine,sandoz,2014,11686,11394
desloratadine,desloratadine,sandoz,2015,10695,10354
desloratadine,desloratadine,sandoz,2016,1547,1367
desmopressin acetate,desmopressin (nonrefrigerated),amring pharmace,2016,NA,4474
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2013,2356,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2014,5017,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2015,764,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2016,154,NA
desmopressin acetate,desmopressin acetate,ahp,2013,384,173
desmopressin acetate,desmopressin acetate,ahp,2014,399,161
desmopressin acetate,desmopressin acetate,ahp,2015,529,285
desmopressin acetate,desmopressin acetate,ahp,2016,222,438
desmopressin acetate,desmopressin acetate,amring pharmace,2016,NA,18982
desmopressin acetate,desmopressin acetate,apotex corp,2013,137,NA
desmopressin acetate,desmopressin acetate,apotex corp,2014,174,NA
desmopressin acetate,desmopressin acetate,apotex corp,2015,156,NA
desmopressin acetate,desmopressin acetate,apotex corp,2016,76,NA
desmopressin acetate,desmopressin acetate,avpak,2015,NA,13
desmopressin acetate,desmopressin acetate,avpak,2016,NA,123
ddavp,desmopressin acetate,ferring ph inc,2015,NA,123
ddavp,desmopressin acetate,ferring ph inc,2016,NA,966
desmopressin acetate,desmopressin acetate,ferring ph inc,2013,1222,367
desmopressin acetate,desmopressin acetate,ferring ph inc,2014,875,288
desmopressin acetate,desmopressin acetate,ferring ph inc,2015,1192,303
desmopressin acetate,desmopressin acetate,ferring ph inc,2016,546,175
desmopressin acetate,desmopressin acetate,sun pharmaceuti,2013,7986,7824
desmopressin acetate,desmopressin acetate,sun pharmaceuti,2014,6024,5514
desmopressin acetate,desmopressin acetate,sun pharmaceuti,2015,757,531
desmopressin acetate,desmopressin acetate,sun pharmaceuti,2016,269,209
bekyree,desog-e.estradiol/e.estradiol,lupin pharmaceu,2016,NA,66
kimidess,desog-e.estradiol/e.estradiol,qualitest/par p,2015,NA,67
kimidess,desog-e.estradiol/e.estradiol,qualitest/par p,2016,NA,296
caziant,desogestrel-ethinyl estradiol,actavis pharma/,2013,577,NA
caziant,desogestrel-ethinyl estradiol,actavis pharma/,2014,614,NA
caziant,desogestrel-ethinyl estradiol,actavis pharma/,2015,572,NA
caziant,desogestrel-ethinyl estradiol,actavis pharma/,2016,450,NA
cyred,desogestrel-ethinyl estradiol,"afaxys, inc.",2016,NA,56
caziant,desogestrel-ethinyl estradiol,mayne pharma in,2016,NA,61
desogestrel-ethinyl estradiol,desogestrel-ethinyl estradiol,northstar rx ll,2014,1246,NA
desogestrel-ethinyl estradiol,desogestrel-ethinyl estradiol,northstar rx ll,2015,3084,NA
desogestrel-ethinyl estradiol,desogestrel-ethinyl estradiol,northstar rx ll,2016,491,NA
juleber,desogestrel-ethinyl estradiol,northstar rx ll,2016,NA,2914
desoximetasone,desoximetasone,actavis pharma/,2016,NA,7428
desoximetasone,desoximetasone,"igi labs, inc./",2016,NA,547
khedezla,desvenlafaxine,pernix therapeu,2015,252,NA
khedezla,desvenlafaxine,pernix therapeu,2016,240,NA
desvenlafaxine er,desvenlafaxine,ranbaxy pharmac,2013,189,NA
desvenlafaxine er,desvenlafaxine,ranbaxy pharmac,2014,790,NA
desvenlafaxine er,desvenlafaxine,ranbaxy pharmac,2015,288,NA
desvenlafaxine er,desvenlafaxine,ranbaxy pharmac,2016,177,NA
pristiq,desvenlafaxine succinate,wyeth pharm,2013,594927,NA
pristiq,desvenlafaxine succinate,wyeth pharm,2014,576193,NA
pristiq,desvenlafaxine succinate,wyeth pharm,2015,557216,NA
pristiq,desvenlafaxine succinate,wyeth pharm,2016,542987,NA
pristiq,desvenlafaxine succinate,wyeth/pfizer,2013,NA,594927
pristiq,desvenlafaxine succinate,wyeth/pfizer,2014,NA,576193
pristiq,desvenlafaxine succinate,wyeth/pfizer,2015,NA,557216
pristiq,desvenlafaxine succinate,wyeth/pfizer,2016,NA,542987
dexamethasone,dexamethasone,par pharm.,2013,15318,15229
dexamethasone,dexamethasone,par pharm.,2014,17695,17595
dexamethasone,dexamethasone,par pharm.,2015,20196,20052
dexamethasone,dexamethasone,par pharm.,2016,21112,21029
dexamethasone sodium phosphate,dexamethasone sod phosphate,amer. regent,2013,1728,NA
dexamethasone sodium phosphate,dexamethasone sod phosphate,amer. regent,2014,1540,NA
dexamethasone sodium phosphate,dexamethasone sod phosphate,amer. regent,2015,191,NA
dexamethasone sodium phosphate,dexamethasone sod phosphate,amer. regent,2016,178,NA
dexamethasone sodium phosphate,dexamethasone sod phosphate,app/fresenius k,2013,23440,19664
dexamethasone sodium phosphate,dexamethasone sod phosphate,app/fresenius k,2014,25013,21371
dexamethasone sodium phosphate,dexamethasone sod phosphate,app/fresenius k,2015,28304,23002
dexamethasone sodium phosphate,dexamethasone sod phosphate,app/fresenius k,2016,24181,20299
dexamethasone sodium phosphate,dexamethasone sod phosphate,app/premierpro,2016,NA,257
dexamethasone sodium phosphate,dexamethasone sod phosphate,auromedics phar,2016,NA,1961
dexamethasone sodium phosphate,dexamethasone sod phosphate,fresenius kabi,2013,NA,3776
dexamethasone sodium phosphate,dexamethasone sod phosphate,fresenius kabi,2014,NA,3642
dexamethasone sodium phosphate,dexamethasone sod phosphate,fresenius kabi,2015,NA,5305
dexamethasone sodium phosphate,dexamethasone sod phosphate,fresenius kabi,2016,NA,4018
dexmethylphenidate hcl,dexmethylphenidate hcl,gavis/lupin,2016,NA,635
dexmethylphenidate hcl,dexmethylphenidate hcl,"kvk-tech, inc.",2016,NA,1945
dexmethylphenidate hcl er,dexmethylphenidate hcl,mylan,2015,857,881
dexmethylphenidate hcl er,dexmethylphenidate hcl,mylan,2016,1279,3859
focalin,dexmethylphenidate hcl,novartis,2013,468,456
focalin,dexmethylphenidate hcl,novartis,2014,1014,932
focalin,dexmethylphenidate hcl,novartis,2015,553,466
focalin,dexmethylphenidate hcl,novartis,2016,523,471
dexmethylphenidate hcl,dexmethylphenidate hcl,sun pharmaceuti,2015,NA,20
dexmethylphenidate hcl,dexmethylphenidate hcl,sun pharmaceuti,2016,NA,607
zenzedi,dextroamphetamine sulfate,arbor pharmaceu,2014,102,147
zenzedi,dextroamphetamine sulfate,arbor pharmaceu,2015,494,579
zenzedi,dextroamphetamine sulfate,arbor pharmaceu,2016,611,757
dextroamphetamine sulfate,dextroamphetamine sulfate,corepharma llc,2014,2671,NA
dextroamphetamine sulfate,dextroamphetamine sulfate,corepharma llc,2015,8431,NA
dextroamphetamine sulfate,dextroamphetamine sulfate,corepharma llc,2016,3261,NA
dextroamphetamine sulfate,dextroamphetamine sulfate,gavis/lupin,2016,NA,56
dextroamphetamine sulfate,dextroamphetamine sulfate,"kvk-tech, inc.",2016,NA,12115
dextroamphetamine sulfate er,dextroamphetamine sulfate,mayne pharma in,2016,NA,4450
dextroamphetamine sulfate er,dextroamphetamine sulfate,mylan,2016,NA,657
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,actavis pharma/,2014,11610,11569
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,actavis pharma/,2015,53705,51995
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,actavis pharma/,2016,12002,11526
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,actavis pharma/,2016,12002,947
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,barr,2013,19989,NA
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,barr,2014,15898,NA
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,barr,2015,13941,NA
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,barr,2016,13842,NA
dextroamphetamine-amphet er,dextroamphetamine/amphetamine,impax generics,2016,NA,15976
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,mylan,2016,NA,83470
dextroamphetamine-amphet er,dextroamphetamine/amphetamine,sandoz,2016,NA,10130
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,sandoz,2016,55567,72580
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,sun pharmaceuti,2016,5999,6975
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,teva usa,2013,535094,555083
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,teva usa,2014,472376,488274
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,teva usa,2015,471308,485249
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,teva usa,2016,447156,460998
dextrose in water,dextrose 5 % in water,baxter healthca,2013,15167,15415
dextrose in water,dextrose 5 % in water,baxter healthca,2014,17214,17400
dextrose in water,dextrose 5 % in water,baxter healthca,2015,18099,18229
dextrose in water,dextrose 5 % in water,baxter healthca,2016,17649,18280
dextrose in water,dextrose 5 % in water,hospira/icu med,2013,3894,3365
dextrose in water,dextrose 5 % in water,hospira/icu med,2013,3894,344
dextrose in water,dextrose 5 % in water,hospira/icu med,2014,4302,3755
dextrose in water,dextrose 5 % in water,hospira/icu med,2014,4302,377
dextrose in water,dextrose 5 % in water,hospira/icu med,2015,3448,3001
dextrose in water,dextrose 5 % in water,hospira/icu med,2015,3448,323
dextrose in water,dextrose 5 % in water,hospira/icu med,2016,2706,2417
dextrose in water,dextrose 5 % in water,hospira/icu med,2016,2706,221
dextrose in lactated ringers,dextrose 5%-lactated ringers,baxter healthca,2013,337,537
dextrose in lactated ringers,dextrose 5%-lactated ringers,baxter healthca,2014,424,610
dextrose in lactated ringers,dextrose 5%-lactated ringers,baxter healthca,2015,524,555
dextrose in lactated ringers,dextrose 5%-lactated ringers,baxter healthca,2016,500,570
diazepam,diazepam,actavis pharma/,2013,993664,NA
diazepam,diazepam,actavis pharma/,2014,1029069,NA
diazepam,diazepam,actavis pharma/,2015,1005191,NA
diazepam,diazepam,actavis pharma/,2016,770619,NA
diazepam,diazepam,actavis/mayne p,2013,NA,993664
diazepam,diazepam,actavis/mayne p,2014,NA,1029069
diazepam,diazepam,actavis/mayne p,2015,NA,1005191
diazepam,diazepam,actavis/mayne p,2016,NA,770619
diazepam,diazepam,mayne pharma in,2016,NA,158021
diazepam,diazepam,qualitest/par p,2013,520360,519958
diazepam,diazepam,qualitest/par p,2014,760367,759867
diazepam,diazepam,qualitest/par p,2015,423759,423129
diazepam,diazepam,qualitest/par p,2016,200833,200633
cambia,diclofenac potassium,"depomed, inc.",2013,3457,NA
cambia,diclofenac potassium,"depomed, inc.",2014,5212,68
cambia,diclofenac potassium,"depomed, inc.",2015,6846,5892
cambia,diclofenac potassium,"depomed, inc.",2016,6620,7123
zipsor,diclofenac potassium,"depomed, inc.",2015,5451,5464
zipsor,diclofenac potassium,"depomed, inc.",2016,1892,4531
diclofenac sodium,diclofenac sodium,actavis pharma/,2016,290592,292437
diclofenac sodium er,diclofenac sodium,actavis pharma/,2013,76676,53945
diclofenac sodium er,diclofenac sodium,actavis pharma/,2014,80829,62147
diclofenac sodium er,diclofenac sodium,actavis pharma/,2015,94686,86986
diclofenac sodium er,diclofenac sodium,actavis pharma/,2016,134645,132677
diclofenac sodium,diclofenac sodium,amneal pharmace,2016,NA,493501
diclofenac sodium,diclofenac sodium,bluepoint labor,2014,21479,21436
diclofenac sodium,diclofenac sodium,bluepoint labor,2015,81569,78172
diclofenac sodium,diclofenac sodium,bluepoint labor,2016,16180,73881
voltaren,diclofenac sodium,endo pharm inc.,2013,2101907,1982960
voltaren,diclofenac sodium,endo pharm inc.,2014,2497358,2470114
voltaren,diclofenac sodium,endo pharm inc.,2015,2629006,2628337
voltaren,diclofenac sodium,endo pharm inc.,2016,2117070,2116853
diclofenac sodium,diclofenac sodium,fougera/sandoz,2016,NA,3478
diclofenac sodium,diclofenac sodium,glenmark pharma,2016,NA,565
diclofenac sodium,diclofenac sodium,lupin pharmaceu,2016,NA,211
pennsaid,diclofenac sodium,mallinckrodt br,2014,9015,NA
pennsaid,diclofenac sodium,mallinckrodt br,2015,1885,NA
pennsaid,diclofenac sodium,mallinckrodt br,2016,104,NA
voltaren-xr,diclofenac sodium,novartis,2013,490,NA
voltaren-xr,diclofenac sodium,novartis,2014,545,NA
voltaren-xr,diclofenac sodium,novartis,2015,474,NA
voltaren-xr,diclofenac sodium,novartis,2016,52,NA
diclofenac sodium er,diclofenac sodium,oceanside pharm,2016,NA,16102
diclofenac sodium,diclofenac sodium,par pharm.,2016,NA,151267
diclofenac sodium,diclofenac sodium,perrigo co.,2014,75,NA
diclofenac sodium,diclofenac sodium,perrigo co.,2015,1501,NA
diclofenac sodium,diclofenac sodium,perrigo co.,2016,237,NA
diclofenac sodium,diclofenac sodium,pharmaceutica n,2016,14292,20232
diclofenac sodium,diclofenac sodium,puretek corpora,2016,NA,616
solaraze,diclofenac sodium,sandoz,2013,66941,NA
solaraze,diclofenac sodium,sandoz,2014,12398,NA
solaraze,diclofenac sodium,sandoz,2015,1729,NA
solaraze,diclofenac sodium,sandoz,2016,85,NA
diclofenac sodium,diclofenac sodium,sircle laborato,2015,NA,12
diclofenac sodium,diclofenac sodium,sircle laborato,2016,NA,3905
diclofenac sodium,diclofenac sodium,"solubiomix, llc",2016,NA,52
diclofenac sodium,diclofenac sodium,taro pharm usa,2016,4309,9205
diclofenac sodium-misoprostol,diclofenac sodium/misoprostol,avkare,2013,34,NA
diclofenac sodium-misoprostol,diclofenac sodium/misoprostol,avkare,2014,85,NA
diclofenac sodium-misoprostol,diclofenac sodium/misoprostol,avkare,2015,82,NA
diclofenac sodium-misoprostol,diclofenac sodium/misoprostol,avkare,2016,51,NA
didanosine,didanosine,barr,2013,9971,NA
didanosine,didanosine,barr,2014,6896,NA
didanosine,didanosine,barr,2015,3331,NA
didanosine,didanosine,barr,2016,1703,NA
videx ec,didanosine,bms onco/immun,2013,109,74
videx ec,didanosine,bms onco/immun,2014,72,53
videx ec,didanosine,bms onco/immun,2015,71,34
videx ec,didanosine,bms onco/immun,2016,64,107
didanosine,didanosine,mylan,2013,431,NA
didanosine,didanosine,mylan,2014,884,NA
didanosine,didanosine,mylan,2015,1455,NA
didanosine,didanosine,mylan,2016,144,NA
didanosine,didanosine,teva usa,2013,NA,9971
didanosine,didanosine,teva usa,2014,NA,6896
didanosine,didanosine,teva usa,2015,NA,3331
didanosine,didanosine,teva usa,2016,NA,1703
digoxin,digoxin,ahp,2014,35,31
digoxin,digoxin,ahp,2015,546,457
digoxin,digoxin,ahp,2016,773,681
lanoxin,digoxin,concordia pharm,2016,3857,6458
lanoxin,digoxin,covis pharmaceu,2013,347,175
lanoxin,digoxin,covis pharmaceu,2014,3233,1386
lanoxin,digoxin,covis pharmaceu,2015,3429,1404
lanoxin,digoxin,covis pharmaceu,2016,782,365
lanoxin,digoxin,covis/concordia,2013,41241,34574
lanoxin,digoxin,covis/concordia,2014,62550,44600
lanoxin,digoxin,covis/concordia,2015,42860,30418
lanoxin,digoxin,covis/concordia,2016,15746,13212
digoxin,digoxin,northstar rx ll,2016,NA,12705
digoxin,digoxin,"west-ward, inc.",2013,239810,235124
digoxin,digoxin,"west-ward, inc.",2014,109784,87109
digoxin,digoxin,"west-ward, inc.",2015,286439,285223
digoxin,digoxin,"west-ward, inc.",2016,374501,374444
diltiazem 24hr cd,diltiazem hcl,actavis pharma/,2013,173969,NA
diltiazem 24hr cd,diltiazem hcl,actavis pharma/,2014,25179,NA
diltiazem 24hr cd,diltiazem hcl,actavis pharma/,2015,1576,NA
diltiazem 24hr cd,diltiazem hcl,actavis pharma/,2016,481,NA
diltiazem 24hr cd,diltiazem hcl,ahp,2013,16412,16408
diltiazem 24hr cd,diltiazem hcl,ahp,2014,53896,53855
diltiazem 24hr cd,diltiazem hcl,ahp,2015,62116,62041
diltiazem 24hr cd,diltiazem hcl,ahp,2016,33560,33419
diltiazem 24hr er,diltiazem hcl,ahp,2013,1634,NA
diltiazem 24hr er,diltiazem hcl,ahp,2014,934,NA
diltiazem 24hr er,diltiazem hcl,ahp,2015,556,NA
diltiazem 24hr er,diltiazem hcl,ahp,2016,74,NA
diltiazem 24hr cd,diltiazem hcl,mckesson packag,2013,216174,13721
diltiazem 24hr cd,diltiazem hcl,mckesson packag,2014,247074,16900
diltiazem 24hr cd,diltiazem hcl,mckesson packag,2015,272105,39818
diltiazem 24hr cd,diltiazem hcl,mckesson packag,2016,42437,38552
diltiazem hcl,diltiazem hcl,oceanside pharm,2016,NA,738
diltiazem 24hr er,diltiazem hcl,par pharm.,2016,NA,32634
diltiazem 24hr er,diltiazem hcl,sun pharma glob,2013,892991,892254
diltiazem 24hr er,diltiazem hcl,sun pharma glob,2014,697755,697302
diltiazem 24hr er,diltiazem hcl,sun pharma glob,2015,372957,372654
