brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma,2014,403781,NA
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma,2015,388471,NA
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma,2016,268083,NA
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma/,2013,NA,434708
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma/,2014,NA,403781
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma/,2015,NA,388471
clotrimazole-betamethasone,clotrimazole/betamethasone dip,actavis pharma/,2016,NA,268083
clotrimazole-betamethasone,clotrimazole/betamethasone dip,glenmark pharma,2015,NA,14
clotrimazole-betamethasone,clotrimazole/betamethasone dip,glenmark pharma,2016,NA,117395
clozapine odt,clozapine,mylan,2015,NA,12
clozapine odt,clozapine,mylan,2016,NA,4248
clozaril,clozapine,novartis,2013,426,NA
clozaril,clozapine,novartis,2014,249,NA
clozaril,clozapine,novartis,2015,163,NA
clozaril,clozapine,novartis,2016,55,NA
cnl 8,ciclopirox/nail lacquer removr,innocutis holdi,2013,131,NA
cnl 8,ciclopirox/nail lacquer removr,innocutis holdi,2014,138,NA
cnl 8,ciclopirox/nail lacquer removr,innocutis holdi,2015,111,NA
cnl 8,ciclopirox/nail lacquer removr,innocutis holdi,2016,83,NA
colestid,colestipol hcl,pharmaci/pfizer,2013,NA,1718
colestid,colestipol hcl,pharmaci/pfizer,2014,NA,988
colestid,colestipol hcl,pharmaci/pfizer,2015,NA,1289
colestid,colestipol hcl,pharmaci/pfizer,2016,NA,752
colestid,colestipol hcl,pharmacia/upjhn,2013,1989,NA
colestid,colestipol hcl,pharmacia/upjhn,2014,1150,NA
colestid,colestipol hcl,pharmacia/upjhn,2015,1504,NA
colestid,colestipol hcl,pharmacia/upjhn,2016,897,NA
colistimethate,colistin (colistimethate na),sagent pharmace,2015,NA,35
colistimethate,colistin (colistimethate na),sagent pharmace,2016,NA,119
coly-mycin s,neomyc/colist/hydrocort/thonzn,endo pharm inc.,2016,NA,4059
coly-mycin s,neomyc/colist/hydrocort/thonzn,par pharmaceuti,2013,1817,NA
coly-mycin s,neomyc/colist/hydrocort/thonzn,par pharmaceuti,2014,2093,NA
coly-mycin s,neomyc/colist/hydrocort/thonzn,par pharmaceuti,2015,3737,NA
coly-mycin s,neomyc/colist/hydrocort/thonzn,par pharmaceuti,2016,2334,NA
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2014,289,NA
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2015,1504,NA
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2016,1315,NA
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda/mylan spec,2014,NA,289
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda/mylan spec,2015,NA,1504
colyte with flavor packets,"peg3350/sod sulf,bicarb,cl/kcl",meda/mylan spec,2016,NA,1315
colyte with flavor packs,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2013,3170,NA
colyte with flavor packs,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2014,2671,NA
colyte with flavor packs,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2015,1947,NA
colyte with flavor packs,"peg3350/sod sulf,bicarb,cl/kcl",meda pharmaceut,2016,116,NA
combipatch,estradiol/norethindrone acet,noven therapeut,2013,27317,NA
completenate,pnv #14/ferrous fum/folic acid,trigen laborato,2013,141,NA
completenate,pnv #14/ferrous fum/folic acid,trigen laborato,2014,157,NA
completenate,pnv #14/ferrous fum/folic acid,trigen laborato,2015,160,NA
completenate,pnv #14/ferrous fum/folic acid,trigen laborato,2016,172,NA
completenate,prenatal vit 14/iron fum/folic,trigen laborato,2013,NA,141
completenate,prenatal vit 14/iron fum/folic,trigen laborato,2014,NA,157
completenate,prenatal vit 14/iron fum/folic,trigen laborato,2015,NA,160
completenate,prenatal vit 14/iron fum/folic,trigen laborato,2016,NA,172
concept ob,"pnv 15/iron fum,ps/folic acid",us pharmaceutic,2013,49,NA
concept ob,"pnv 15/iron fum,ps/folic acid",us pharmaceutic,2014,57,NA
concept ob,"pnv 15/iron fum,ps/folic acid",us pharmaceutic,2015,66,NA
concept ob,"pnv 15/iron fum,ps/folic acid",us pharmaceutic,2016,62,NA
constulose,lactulose,actavis pharma,2013,30932,NA
constulose,lactulose,actavis pharma,2014,29896,NA
constulose,lactulose,actavis pharma,2015,43471,NA
constulose,lactulose,actavis pharma,2016,98365,NA
constulose,lactulose,actavis pharma/,2013,NA,30932
constulose,lactulose,actavis pharma/,2014,NA,29896
constulose,lactulose,actavis pharma/,2015,NA,43471
constulose,lactulose,actavis pharma/,2016,NA,98365
cordarone,amiodarone hcl,wyeth pharm,2013,854,NA
cordarone,amiodarone hcl,wyeth pharm,2014,789,NA
cordarone,amiodarone hcl,wyeth pharm,2015,538,NA
cordarone,amiodarone hcl,wyeth pharm,2016,132,NA
cordran,flurandrenolide,allergan inc.,2016,NA,478
corgard,nadolol,us worldmeds,2016,NA,1391
cortef,hydrocortisone,pharmaci/pfizer,2013,NA,5536
cortef,hydrocortisone,pharmaci/pfizer,2014,NA,4783
cortef,hydrocortisone,pharmaci/pfizer,2015,NA,3890
cortef,hydrocortisone,pharmaci/pfizer,2016,NA,3533
cortef,hydrocortisone,pharmacia/upjhn,2013,5536,NA
cortef,hydrocortisone,pharmacia/upjhn,2014,4783,NA
cortef,hydrocortisone,pharmacia/upjhn,2015,3890,NA
cortef,hydrocortisone,pharmacia/upjhn,2016,3533,NA
cortifoam,hydrocortisone acetate,meda pharmaceut,2013,3718,NA
cortifoam,hydrocortisone acetate,meda pharmaceut,2014,3934,NA
cortifoam,hydrocortisone acetate,meda pharmaceut,2015,3657,NA
cortifoam,hydrocortisone acetate,meda pharmaceut,2016,3531,NA
cortifoam,hydrocortisone acetate,meda/mylan spec,2015,NA,1590
cortifoam,hydrocortisone acetate,meda/mylan spec,2016,NA,3454
cortisone acetate,cortisone acetate,"west-ward, inc.",2013,6118,NA
cortisone acetate,cortisone acetate,"west-ward, inc.",2014,2841,NA
cosentyx syringe,secukinumab,novartis,2015,NA,23
cosentyx syringe,secukinumab,novartis,2016,NA,471
cosopt,dorzolamide hcl/timolol maleat,merck sharp & d,2013,24393,NA
cosopt,dorzolamide hcl/timolol maleat,merck sharp & d,2014,17784,NA
cosopt,dorzolamide hcl/timolol maleat,merck sharp & d,2015,1680,NA
cosopt,dorzolamide hcl/timolol maleat,merck sharp & d,2016,97,NA
cosopt pf,dorzolamide/timolol/pf,merck sharp & d,2013,27315,NA
cosopt pf,dorzolamide/timolol/pf,merck sharp & d,2014,31260,NA
cosopt pf,dorzolamide/timolol/pf,merck sharp & d,2015,1976,NA
cosopt pf,dorzolamide/timolol/pf,merck sharp & d,2016,172,NA
cotellic,cobimetinib fumarate,"genentech, inc.",2015,NA,24
cotellic,cobimetinib fumarate,"genentech, inc.",2016,NA,579
cromolyn sodium,cromolyn sodium,prasco labs,2013,837,NA
cromolyn sodium,cromolyn sodium,prasco labs,2014,1141,NA
cromolyn sodium,cromolyn sodium,prasco labs,2015,877,NA
cromolyn sodium,cromolyn sodium,prasco labs,2016,123,NA
cubicin rf,daptomycin,merck sharp & d,2016,NA,417
curity,gauze bandage,covidien/kendal,2013,NA,21
curity,gauze bandage,covidien/kendal,2014,NA,34
curity,gauze bandage,covidien/kendal,2015,NA,26
curity,gauze bandage,covidien/kendal,2016,NA,59
cyanocobalamin injection,cyanocobalamin (vitamin b-12),somerset therap,2016,NA,167
cyanocobalamin injection,cyanocobalamin (vitamin b-12),"west-ward, inc.",2016,NA,2114
cyclafem,norethindrone-ethinyl estrad,qualitest,2013,7024,NA
cyclafem,norethindrone-ethinyl estrad,qualitest,2014,9285,NA
cyclafem,norethindrone-ethinyl estrad,qualitest,2015,10331,NA
cyclafem,norethindrone-ethinyl estrad,qualitest,2016,10954,NA
cyclafem,norethindrone-ethinyl estrad,qualitest/par p,2013,NA,7024
cyclafem,norethindrone-ethinyl estrad,qualitest/par p,2014,NA,9285
cyclafem,norethindrone-ethinyl estrad,qualitest/par p,2015,NA,10331
cyclafem,norethindrone-ethinyl estrad,qualitest/par p,2016,NA,10954
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma,2013,252867,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma,2014,180647,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma,2015,171452,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma,2016,115834,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma/,2013,NA,252867
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma/,2014,NA,180647
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma/,2015,NA,171452
cyclobenzaprine hcl,cyclobenzaprine hcl,actavis pharma/,2016,NA,116263
cyclobenzaprine hcl,cyclobenzaprine hcl,"cipla usa, inc.",2016,NA,64136
cyclobenzaprine hcl,cyclobenzaprine hcl,"pliva, inc",2013,332223,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,"pliva, inc",2014,305880,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,"pliva, inc",2015,246966,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,"pliva, inc",2016,12016,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest,2013,1207055,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest,2014,1146527,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest,2015,1080697,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest,2016,974917,NA
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest/par p,2013,NA,1206811
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest/par p,2014,NA,1145971
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest/par p,2015,NA,1080333
cyclobenzaprine hcl,cyclobenzaprine hcl,qualitest/par p,2016,NA,974859
cyclosporine,cyclosporine,ahp,2016,NA,114
cyclosporine,cyclosporine,perrigo co.,2013,NA,20
cyclosporine,cyclosporine,perrigo co.,2015,NA,32
cyclosporine,cyclosporine,perrigo co.,2016,NA,192
cyclosporine,"cyclosporine, modified",teva usa,2013,397,NA
cyclosporine,"cyclosporine, modified",teva usa,2014,686,NA
cyclosporine,"cyclosporine, modified",teva usa,2015,755,NA
cyclosporine,"cyclosporine, modified",teva usa,2016,755,NA
cyclosporine modified,"cyclosporine, modified",actavis pharma,2013,8846,NA
cyclosporine modified,"cyclosporine, modified",actavis pharma,2014,9393,NA
cyclosporine modified,"cyclosporine, modified",actavis pharma,2015,9439,NA
cyclosporine modified,"cyclosporine, modified",actavis pharma,2016,7061,NA
cyclosporine modified,"cyclosporine, modified",mayne pharma in,2016,NA,2410
cyred,desogestrel-ethinyl estradiol,"afaxys, inc.",2016,NA,56
cystaran,cysteamine hcl,sigma-tau,2013,74,NA
cystaran,cysteamine hcl,sigma-tau,2014,279,NA
cystaran,cysteamine hcl,sigma-tau,2015,366,NA
cystaran,cysteamine hcl,sigma-tau,2016,397,NA
cystaran,cysteamine hcl,sigma-tau/leadi,2013,NA,74
cystaran,cysteamine hcl,sigma-tau/leadi,2014,NA,279
cystaran,cysteamine hcl,sigma-tau/leadi,2015,NA,366
cystaran,cysteamine hcl,sigma-tau/leadi,2016,NA,397
cytarabine,cytarabine/pf,hospira,2013,23,NA
cytarabine,cytarabine/pf,hospira,2014,46,NA
cytarabine,cytarabine/pf,hospira,2015,84,NA
cytarabine,cytarabine/pf,hospira,2016,63,NA
cytarabine,cytarabine/pf,hospira/pfizer,2013,NA,102
cytarabine,cytarabine/pf,hospira/pfizer,2014,NA,104
cytarabine,cytarabine/pf,hospira/pfizer,2015,NA,117
cytarabine,cytarabine/pf,hospira/pfizer,2016,NA,116
cytotec,misoprostol,pharmacia/upjhn,2013,82,NA
cytotec,misoprostol,pharmacia/upjhn,2014,72,NA
cytotec,misoprostol,pharmacia/upjhn,2015,91,NA
cytotec,misoprostol,pharmacia/upjhn,2016,55,NA
danazol,danazol,barr,2013,4295,NA
danazol,danazol,barr,2014,6180,NA
danazol,danazol,barr,2015,5673,NA
danazol,danazol,barr,2016,4185,NA
danazol,danazol,teva usa,2013,NA,4295
danazol,danazol,teva usa,2014,NA,6180
danazol,danazol,teva usa,2015,NA,5673
danazol,danazol,teva usa,2016,NA,4185
dapsone,dapsone,alvogen inc,2016,NA,7761
dapsone,dapsone,nostrum laborat,2016,NA,779
dapsone,dapsone,seton pharmaceu,2016,NA,25090
dapsone,dapsone,virtus pharmace,2016,NA,4767
daptomycin,daptomycin,fresenius kabi,2016,NA,2299
daptomycin,daptomycin,teva parenteral,2016,NA,2244
daraprim,pyrimethamine,amedra/turing p,2013,3532,NA
daraprim,pyrimethamine,amedra/turing p,2014,3240,NA
daraprim,pyrimethamine,amedra/turing p,2015,2415,NA
daraprim,pyrimethamine,amedra/turing p,2016,558,NA
daraprim,pyrimethamine,vyera pharmaceu,2016,NA,780
darifenacin er,darifenacin hydrobromide,actavis pharma/,2016,NA,23554
darifenacin er,darifenacin hydrobromide,aurobindo pharm,2016,NA,110
darifenacin er,darifenacin hydrobromide,"cipla usa, inc.",2016,NA,1933
darifenacin er,darifenacin hydrobromide,par pharm.,2016,NA,22035
darzalex,daratumumab,janssen biotech,2015,NA,13
darzalex,daratumumab,janssen biotech,2016,NA,405
daypro,oxaprozin,pharmaci/pfizer,2013,NA,614
daypro,oxaprozin,pharmaci/pfizer,2014,NA,531
daypro,oxaprozin,pharmaci/pfizer,2015,NA,452
daypro,oxaprozin,pharmaci/pfizer,2016,NA,373
daypro,oxaprozin,pharmacia/upjhn,2013,614,NA
daypro,oxaprozin,pharmacia/upjhn,2014,531,NA
daypro,oxaprozin,pharmacia/upjhn,2015,452,NA
daypro,oxaprozin,pharmacia/upjhn,2016,373,NA
ddavp,desmopressin acetate,ferring ph inc,2015,NA,123
ddavp,desmopressin acetate,ferring ph inc,2016,NA,966
deferoxamine mesylate,deferoxamine mesylate,hospira,2013,301,NA
deferoxamine mesylate,deferoxamine mesylate,hospira,2014,707,NA
deferoxamine mesylate,deferoxamine mesylate,hospira,2015,768,NA
deferoxamine mesylate,deferoxamine mesylate,hospira,2016,620,NA
deferoxamine mesylate,deferoxamine mesylate,hospira/pfizer,2013,NA,301
deferoxamine mesylate,deferoxamine mesylate,hospira/pfizer,2014,NA,707
deferoxamine mesylate,deferoxamine mesylate,hospira/pfizer,2015,NA,768
deferoxamine mesylate,deferoxamine mesylate,hospira/pfizer,2016,NA,620
delzicol,mesalamine,allergan inc.,2016,NA,27326
demadex,torsemide,meda pharmaceut,2013,2140,NA
demadex,torsemide,meda pharmaceut,2014,1810,NA
demadex,torsemide,meda pharmaceut,2015,1604,NA
demadex,torsemide,meda pharmaceut,2016,216,NA
demadex,torsemide,meda/mylan spec,2015,NA,99
demadex,torsemide,meda/mylan spec,2016,NA,710
demeclocycline hcl,demeclocycline hcl,epic pharma llc,2016,NA,3145
demeclocycline hcl,demeclocycline hcl,global pharm,2013,9849,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2014,3979,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2015,1168,NA
demeclocycline hcl,demeclocycline hcl,global pharm,2016,384,NA
demeclocycline hcl,demeclocycline hcl,teva usa,2013,NA,101
demeclocycline hcl,demeclocycline hcl,teva usa,2014,NA,1229
demeclocycline hcl,demeclocycline hcl,teva usa,2015,NA,4993
demeclocycline hcl,demeclocycline hcl,teva usa,2016,NA,4608
demerol,meperidine hcl,hospira,2013,42,NA
demerol,meperidine hcl,hospira,2014,145,NA
demerol,meperidine hcl,hospira,2015,80,NA
demerol,meperidine hcl,hospira,2016,76,NA
demerol,meperidine hcl,sanofi/validus,2013,438,NA
demerol,meperidine hcl,sanofi/validus,2014,965,NA
demerol,meperidine hcl,sanofi/validus,2015,947,NA
demerol,meperidine hcl,sanofi/validus,2016,526,NA
demerol,meperidine hcl,validus pharmac,2016,NA,84
demerol,meperidine hcl/pf,hospira,2013,5310,NA
demerol,meperidine hcl/pf,hospira,2014,7774,NA
demerol,meperidine hcl/pf,hospira,2015,4786,NA
demerol,meperidine hcl/pf,hospira,2016,3875,NA
demerol,meperidine hcl/pf,hospira/pfizer,2013,NA,5310
demerol,meperidine hcl/pf,hospira/pfizer,2014,NA,7774
demerol,meperidine hcl/pf,hospira/pfizer,2015,NA,4786
demerol,meperidine hcl/pf,hospira/pfizer,2016,NA,3875
denta 5000 plus,fluoride (sodium),rising pharm,2013,NA,35086
denta 5000 plus,fluoride (sodium),rising pharm,2014,NA,50696
denta 5000 plus,fluoride (sodium),rising pharm,2015,NA,48977
denta 5000 plus,fluoride (sodium),rising pharm,2016,NA,47329
denta 5000 plus,sodium fluoride,rising pharm,2013,35086,NA
denta 5000 plus,sodium fluoride,rising pharm,2014,50696,NA
denta 5000 plus,sodium fluoride,rising pharm,2015,48977,NA
denta 5000 plus,sodium fluoride,rising pharm,2016,47329,NA
dentagel,fluoride (sodium),rising pharm,2013,NA,7782
dentagel,fluoride (sodium),rising pharm,2014,NA,12060
dentagel,fluoride (sodium),rising pharm,2015,NA,12923
dentagel,fluoride (sodium),rising pharm,2016,NA,14740
dentagel,sodium fluoride,rising pharm,2013,7782,NA
dentagel,sodium fluoride,rising pharm,2014,12060,NA
dentagel,sodium fluoride,rising pharm,2015,12923,NA
dentagel,sodium fluoride,rising pharm,2016,14740,NA
depen,penicillamine,meda pharmaceut,2013,741,NA
depen,penicillamine,meda pharmaceut,2014,672,NA
depen,penicillamine,meda pharmaceut,2015,575,NA
depen,penicillamine,meda pharmaceut,2016,709,NA
depen,penicillamine,meda/mylan spec,2013,NA,741
depen,penicillamine,meda/mylan spec,2014,NA,672
depen,penicillamine,meda/mylan spec,2015,NA,575
depen,penicillamine,meda/mylan spec,2016,NA,709
depo-estradiol,estradiol cypionate,pharmaci/pfizer,2013,NA,8585
depo-estradiol,estradiol cypionate,pharmaci/pfizer,2014,NA,8739
depo-estradiol,estradiol cypionate,pharmaci/pfizer,2015,NA,9337
depo-estradiol,estradiol cypionate,pharmaci/pfizer,2016,NA,9763
depo-estradiol,estradiol cypionate,pharmacia/upjhn,2013,8585,NA
depo-estradiol,estradiol cypionate,pharmacia/upjhn,2014,8739,NA
depo-estradiol,estradiol cypionate,pharmacia/upjhn,2015,9337,NA
depo-estradiol,estradiol cypionate,pharmacia/upjhn,2016,9763,NA
depo-medrol,methylprednisolone acetate,pharmaci/pfizer,2013,NA,7978
depo-medrol,methylprednisolone acetate,pharmaci/pfizer,2014,NA,7606
depo-medrol,methylprednisolone acetate,pharmaci/pfizer,2015,NA,7201
depo-medrol,methylprednisolone acetate,pharmaci/pfizer,2016,NA,8625
depo-medrol,methylprednisolone acetate,pharmacia/upjhn,2013,7978,NA
depo-medrol,methylprednisolone acetate,pharmacia/upjhn,2014,7606,NA
depo-medrol,methylprednisolone acetate,pharmacia/upjhn,2015,7201,NA
depo-medrol,methylprednisolone acetate,pharmacia/upjhn,2016,8625,NA
depo-provera,medroxyprogesterone acetate,pharmaci/pfizer,2013,NA,1326
depo-provera,medroxyprogesterone acetate,pharmaci/pfizer,2014,NA,1210
depo-provera,medroxyprogesterone acetate,pharmaci/pfizer,2015,NA,1130
depo-provera,medroxyprogesterone acetate,pharmaci/pfizer,2016,NA,1154
depo-provera,medroxyprogesterone acetate,pharmacia/upjhn,2013,1326,NA
depo-provera,medroxyprogesterone acetate,pharmacia/upjhn,2014,1210,NA
depo-provera,medroxyprogesterone acetate,pharmacia/upjhn,2015,1130,NA
depo-provera,medroxyprogesterone acetate,pharmacia/upjhn,2016,1154,NA
depo-testosterone,testosterone cypionate,pharmaci/pfizer,2013,NA,64541
depo-testosterone,testosterone cypionate,pharmaci/pfizer,2014,NA,49991
depo-testosterone,testosterone cypionate,pharmaci/pfizer,2015,NA,36115
depo-testosterone,testosterone cypionate,pharmaci/pfizer,2016,NA,22309
depo-testosterone,testosterone cypionate,pharmacia/upjhn,2013,64541,NA
depo-testosterone,testosterone cypionate,pharmacia/upjhn,2014,50020,NA
depo-testosterone,testosterone cypionate,pharmacia/upjhn,2015,36204,NA
depo-testosterone,testosterone cypionate,pharmacia/upjhn,2016,22397,NA
dermacinrx silapak,triamcinolone/dimeth/silicone,puretek corpora,2015,182,NA
dermacinrx silapak,triamcinolone/dimeth/silicone,puretek corpora,2016,60,NA
dermasilkrx sds,triamcinolone/dimeth/silicone,"patchwerx labs,",2015,293,NA
dermasilkrx sds,triamcinolone/dimeth/silicone,"patchwerx labs,",2016,207,NA
dermasorb ta,triamcinolone/emollient cmb#86,crown laborator,2014,123,NA
dermasorb ta,triamcinolone/emollient cmb#86,crown laborator,2015,145,NA
dermasorb ta,triamcinolone/emollient cmb#86,crown laborator,2016,85,NA
descovy,emtricitabine/tenofov alafenam,gilead sciences,2016,NA,58899
desferal mesylate,deferoxamine mesylate,novartis,2013,13,NA
desferal mesylate,deferoxamine mesylate,novartis,2014,12,NA
desferal mesylate,deferoxamine mesylate,novartis,2015,96,NA
desferal mesylate,deferoxamine mesylate,novartis,2016,61,NA
desipramine hcl,desipramine hcl,actavis pharma,2013,75075,NA
desipramine hcl,desipramine hcl,actavis pharma,2014,58726,NA
desipramine hcl,desipramine hcl,actavis pharma,2015,53726,NA
desipramine hcl,desipramine hcl,actavis pharma,2016,47164,NA
desipramine hcl,desipramine hcl,actavis pharma/,2013,NA,75075
desipramine hcl,desipramine hcl,actavis pharma/,2014,NA,58726
desipramine hcl,desipramine hcl,actavis pharma/,2015,NA,53726
desipramine hcl,desipramine hcl,actavis pharma/,2016,NA,47164
desipramine hcl,desipramine hcl,amneal pharmace,2016,NA,3061
desipramine hcl,desipramine hcl,winthrop us,2014,21,NA
desipramine hcl,desipramine hcl,winthrop us,2015,491,NA
desipramine hcl,desipramine hcl,winthrop us,2016,192,NA
desmopressin acetate,desmopressin (nonrefrigerated),amring pharmace,2016,NA,4474
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2013,2356,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2014,5017,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2015,764,NA
desmopressin acetate,desmopressin (nonrefrigerated),apotex corp,2016,154,NA
desmopressin acetate,desmopressin acetate,actavis pharma,2013,76247,NA
desmopressin acetate,desmopressin acetate,actavis pharma,2014,84976,NA
desmopressin acetate,desmopressin acetate,actavis pharma,2015,76591,NA
desmopressin acetate,desmopressin acetate,actavis pharma,2016,60740,NA
desmopressin acetate,desmopressin acetate,actavis pharma/,2013,NA,76247
desmopressin acetate,desmopressin acetate,actavis pharma/,2014,NA,84976
desmopressin acetate,desmopressin acetate,actavis pharma/,2015,NA,76591
desmopressin acetate,desmopressin acetate,actavis pharma/,2016,NA,60740
